Gender;Age at enrollment;Application mode;Course;Scholarship holder;Admission grade;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade)
0;19;1;9853;0;146.0;6;3;10.333333333333334;6;5;11.8
0;19;17;9070;0;116.9;6;6;13.5;6;6;13.428571428571429
0;35;39;9147;0;117.9;1;0;0.0;5;0;0.0
0;20;1;9147;0;128.6;5;4;12.0;4;2;11.5
0;29;17;9853;0;135.0;8;7;11.142857142857142;8;8;11.375
0;29;1;9991;0;124.6;5;5;11.4;5;4;10.25
0;19;1;9500;1;124.0;8;7;12.771428571428572;8;7;12.771428571428572
0;18;1;9500;1;129.5;8;7;13.79857142857143;8;7;13.79857142857143
0;25;39;8014;0;111.3;6;6;13.333333333333334;6;6;13.5
0;50;39;8014;0;95.0;6;0;0.0;5;0;0.0
0;24;1;9147;0;131.8;15;14;11.357142857142858;14;13;12.846153846153848
0;18;1;9119;0;119.1;5;0;0.0;5;0;0.0
0;20;17;9085;0;125.4;6;6;15.692307692307692;6;5;14.428571428571429
0;20;16;9003;1;140.7;18;18;15.052631578947368;13;13;14.538461538461538
0;21;43;9991;0;131.9;10;6;11.5;10;5;12.4
1;28;39;9238;0;124.0;8;7;11.0;6;1;10.0
1;19;1;9254;1;139.2;6;6;13.0;6;6;13.166666666666666
1;18;1;9500;1;121.8;8;8;12.93875;8;8;12.93875
1;22;17;171;0;132.9;0;0;0.0;0;0;0.0
1;25;44;9003;0;130.0;6;0;0.0;6;0;0.0
1;37;39;9500;0;130.1;7;5;13.0;7;5;12.88
1;38;39;9500;0;124.5;7;5;12.18;7;4;11.8125
1;36;39;9670;0;162.3;6;3;11.333333333333334;6;5;11.4
1;18;1;9500;0;137.8;8;7;13.0;8;7;13.0
1;19;1;9670;0;119.5;5;0;0.0;6;0;0.0
1;24;39;9130;0;110.0;5;2;12.5;5;3;12.333333333333334
1;20;1;9238;0;105.0;6;5;11.0;6;5;12.166666666666666
1;21;1;171;0;142.8;0;0;0.0;0;0;0.0
1;32;43;9991;0;128.2;5;0;0.0;5;0;0.0
1;39;39;9991;0;120.0;5;0;0.0;5;1;10.0
1;33;7;9119;0;130.0;5;0;0.0;5;0;0.0
1;20;17;9670;1;121.7;5;5;12.4;5;4;10.75
1;19;1;9003;0;116.0;6;6;15.5;6;6;14.1
1;43;39;9991;0;133.2;5;2;11.5;5;3;10.8
1;49;43;9991;0;116.7;5;4;13.333333333333334;5;4;11.6
1;18;1;9773;1;126.4;6;6;12.666666666666666;6;6;13.5
1;27;39;9003;0;140.0;6;0;0.0;6;0;0.0
1;19;1;9147;1;120.3;5;5;12.6;5;5;13.6
1;45;39;9070;1;118.0;6;6;13.5;6;0;0.0
1;19;15;9670;0;149.5;6;6;13.0;6;6;13.0
1;21;44;9003;1;130.0;6;6;11.714285714285714;6;4;11.75
1;18;1;9670;1;126.3;6;6;12.166666666666666;6;5;13.0
1;18;17;9147;0;116.2;5;0;0.0;5;0;0.0
1;29;17;9254;0;126.0;6;0;0.0;6;0;0.0
1;19;1;9670;0;122.3;5;5;11.5;5;5;11.6
1;18;1;9147;1;119.5;5;4;11.25;5;4;12.25
1;22;44;9070;1;131.8;7;7;12.285714285714286;9;8;12.375
1;18;17;9500;1;130.7;7;7;12.718571428571428;8;8;12.805555555555555
1;20;44;9130;0;140.0;6;5;12.4;6;2;15.0
1;20;1;171;0;129.5;0;0;0.0;0;0;0.0
1;29;39;9670;1;130.0;6;1;14.0;6;0;0.0
1;29;39;9670;0;114.0;5;3;11.666666666666666;5;4;11.25
1;23;43;9773;0;121.0;6;1;13.0;6;4;11.25
1;19;17;171;0;116.4;0;0;0.0;0;0;0.0
1;18;1;9119;0;121.7;5;0;0.0;5;1;12.0
1;22;42;9254;0;130.0;6;4;11.5;6;2;12.5
1;34;43;9991;0;120.0;10;7;11.714285714285714;10;6;11.5
1;26;43;9991;0;125.0;5;5;12.6;5;5;13.714285714285714
1;24;17;171;0;134.1;17;13;11.642857142857142;17;12;11.25
1;17;1;9670;1;149.5;6;6;14.875;6;6;13.428571428571429
1;21;43;9670;0;113.2;5;2;10.0;5;3;10.333333333333334
1;34;39;9991;0;146.0;5;5;14.2;5;5;14.6
1;19;44;9003;0;140.0;6;6;12.714285714285714;6;6;13.5
1;49;39;9003;0;162.4;12;5;11.6;7;5;11.2
1;23;43;9500;0;136.6;7;5;11.94;7;6;12.2
1;18;18;9119;0;111.0;5;4;11.6;5;3;14.2
1;20;1;9500;0;115.7;7;5;12.7;8;7;13.475
1;19;1;9670;0;105.7;6;6;13.333333333333334;6;5;13.8
1;24;42;9003;0;128.2;9;8;13.333333333333334;10;9;13.11111111111111
1;18;1;9147;0;137.0;5;5;13.4;5;5;15.0
1;45;39;9254;0;120.0;6;0;0.0;6;0;0.0
1;30;39;9991;0;120.5;5;2;11.0;5;0;0.0
1;28;51;9991;0;118.1;15;13;12.0;13;9;11.333333333333334
1;40;39;9991;0;139.0;5;0;0.0;5;0;0.0
1;32;39;9147;0;116.3;5;0;0.0;5;0;0.0
1;19;17;9254;0;120.5;6;4;12.5;6;4;10.25
1;20;1;9070;0;134.9;6;6;13.666666666666666;6;6;12.166666666666666
1;18;17;9119;0;123.0;5;1;10.0;5;0;0.0
1;20;17;9670;0;122.9;6;6;11.5;6;2;13.0
1;39;39;9991;0;140.0;5;4;12.25;5;4;12.75
1;19;17;9085;0;122.5;6;5;13.6;6;5;13.666666666666666
1;38;39;9991;0;121.5;5;2;10.5;5;3;11.333333333333334
1;18;17;9500;1;132.3;7;6;13.266666666666666;7;6;13.266666666666666
1;18;17;9500;1;131.5;7;7;12.5125;8;8;14.1875
1;28;43;9130;0;128.2;5;0;0.0;5;0;0.0
1;31;39;9670;0;148.0;6;0;0.0;6;0;0.0
1;23;1;9500;0;121.5;7;6;13.483333333333334;7;6;13.483333333333334
1;21;1;9500;0;135.4;7;6;12.565;8;5;12.16
1;33;39;9238;0;139.0;6;0;0.0;5;0;0.0
1;22;43;9147;0;113.4;5;3;13.0;5;3;11.666666666666666
1;20;44;9119;0;150.0;5;5;16.5;5;5;17.714285714285715
1;19;17;9670;0;122.0;6;6;13.166666666666666;6;5;13.2
1;20;44;9085;0;150.0;6;6;13.8;6;6;13.142857142857142
1;25;39;9254;0;119.3;6;6;11.166666666666666;6;4;11.8
1;25;39;9003;0;140.0;6;0;0.0;6;0;0.0
1;19;1;9070;0;125.0;6;6;12.666666666666666;6;6;12.142857142857142
1;20;1;9670;0;140.7;5;5;12.6;5;4;14.5
1;33;39;9500;0;100.0;7;5;13.06;7;0;0.0
1;19;17;9773;0;146.7;6;6;13.833333333333334;6;6;13.625
1;31;39;9130;0;96.0;5;0;0.0;5;0;0.0
1;24;44;9119;0;160.0;6;2;16.0;7;2;16.0
1;23;44;9119;0;130.0;5;0;0.0;5;0;0.0
1;26;39;9991;1;130.0;5;3;10.666666666666666;5;3;10.666666666666666
1;38;43;9070;0;140.0;18;18;14.5;18;18;14.5
1;20;1;9119;1;116.6;5;5;14.0;5;5;13.8
1;20;17;9119;0;120.5;5;3;13.333333333333334;5;5;13.571428571428571
1;25;39;9085;0;103.0;6;0;0.0;6;0;0.0
1;19;17;9070;0;111.9;6;5;12.0;6;4;11.2
1;18;17;9119;0;148.7;5;5;16.2;5;5;16.0
1;28;43;9991;0;120.0;13;7;10.285714285714286;11;5;10.6
1;18;1;9119;0;125.7;5;0;0.0;5;0;0.0
1;20;1;9254;1;120.1;6;6;13.571428571428571;6;6;13.166666666666666
1;18;1;9130;0;127.8;6;6;14.285714285714286;6;6;14.857142857142858
1;19;17;9147;0;106.4;5;5;10.2;5;4;10.5
1;24;42;9500;0;100.0;8;2;10.25;8;2;10.25
1;21;17;9085;0;123.9;6;0;0.0;6;0;0.0
1;20;1;9670;1;139.5;6;6;14.833333333333334;6;6;14.833333333333334
1;21;44;9003;0;150.0;6;5;13.625;6;5;12.6
1;24;1;9556;0;139.8;7;7;12.271428571428572;8;7;13.657142857142857
1;27;39;9991;0;154.4;5;0;0.0;5;0;0.0
1;19;17;9147;0;115.5;5;4;12.5;5;5;10.5
1;39;39;8014;0;119.0;9;9;13.22222222222222;7;7;13.142857142857142
1;25;39;33;0;96.1;7;2;15.0;7;2;11.5
1;18;7;171;0;130.0;0;0;0.0;0;0;0.0
1;19;43;9070;0;128.8;12;12;13.166666666666666;12;12;13.0
1;21;18;9773;1;126.8;6;5;13.833333333333334;6;4;14.0
1;27;7;9991;0;130.0;5;0;0.0;5;0;0.0
1;19;1;9147;0;116.7;5;0;0.0;5;0;0.0
1;18;17;9500;0;125.5;8;7;13.154285714285717;8;7;13.154285714285717
1;27;7;9670;0;110.0;12;9;12.333333333333334;11;6;13.166666666666666
1;18;1;9773;0;133.7;6;6;13.0;6;5;11.8
1;19;1;9130;0;117.6;5;2;11.5;5;5;11.4
1;19;44;9003;0;140.0;6;3;13.25;6;1;12.0
1;22;44;9003;0;150.0;6;3;13.333333333333334;6;3;12.75
0;18;16;9238;0;133.7;6;6;13.5;6;6;12.166666666666666
0;18;16;9773;1;137.0;6;6;12.666666666666666;6;5;12.8
0;23;43;9147;0;128.2;11;11;15.090909090909092;6;6;14.5
1;20;18;171;0;129.2;0;0;0.0;0;0;0.0
1;18;17;9773;0;129.5;6;6;13.166666666666666;6;6;12.666666666666666
1;18;1;9773;0;129.6;6;6;12.833333333333334;6;6;12.833333333333334
1;18;17;9119;0;121.7;5;5;11.8;5;3;12.0
1;20;17;9773;0;141.8;6;6;11.833333333333334;6;6;12.166666666666666
1;20;1;9773;0;129.8;6;5;12.8;6;3;12.75
1;21;44;9070;0;106.0;7;5;11.8;9;5;11.0
1;22;43;171;0;121.6;0;0;0.0;0;0;0.0
1;20;17;9119;0;121.5;5;5;15.8;5;5;14.571428571428571
1;19;1;171;0;117.0;0;0;0.0;0;0;0.0
1;19;44;9119;0;130.0;5;2;12.5;5;3;11.6
1;20;17;9670;0;117.7;6;6;14.666666666666666;6;6;13.857142857142858
1;19;44;9085;0;140.0;6;4;12.5;6;2;12.0
1;19;1;9119;0;133.1;5;3;12.0;6;2;10.5
1;24;15;9119;0;100.0;8;7;13.142857142857142;6;6;11.833333333333334
1;18;17;9670;0;119.1;6;3;12.666666666666666;6;4;11.142857142857142
1;18;1;9119;1;129.8;5;5;15.0;5;5;14.2
0;18;1;9238;0;131.3;6;5;13.6;6;5;11.8
0;18;17;9773;0;136.7;6;6;12.5;6;6;13.833333333333334
0;21;17;9238;1;126.2;6;6;13.333333333333334;6;6;13.5
0;18;15;9085;0;109.6;6;4;12.25;6;5;11.0
0;18;1;9500;1;131.9;7;7;15.101428571428572;8;8;16.09375
0;18;1;9238;1;140.7;6;6;13.166666666666666;6;6;16.0
0;23;18;8014;0;120.7;6;4;11.0;6;0;0.0
0;21;1;9147;0;113.8;5;3;11.666666666666666;5;4;11.75
0;20;1;9238;0;121.0;6;1;10.0;6;1;13.0
0;26;17;8014;0;112.4;7;7;11.571428571428571;6;2;11.0
0;18;1;9773;1;131.0;6;6;12.166666666666666;6;5;11.2
0;18;1;171;0;142.7;0;0;0.0;0;0;0.0
0;19;1;9670;1;125.5;6;6;13.833333333333334;6;6;14.285714285714286
0;20;1;9500;1;107.8;7;6;12.357142857142858;8;7;13.0
0;19;1;9773;0;110.4;6;6;12.166666666666666;6;2;10.333333333333334
0;21;44;9238;0;136.1;6;3;12.0;6;2;12.5
0;33;39;9254;0;138.3;10;9;12.416666666666666;9;7;13.0
0;18;1;9085;0;142.3;5;4;12.75;5;4;12.75
0;21;42;9500;0;145.0;21;18;14.933333333333334;21;18;14.933333333333334
0;19;1;9773;0;125.7;6;6;13.0;6;6;11.666666666666666
0;33;39;9853;0;108.0;7;7;12.857142857142858;7;6;12.666666666666666
0;18;1;9500;0;128.7;7;7;14.455000000000002;8;8;13.91
0;18;1;9670;1;128.0;6;6;14.0;6;6;13.285714285714286
0;20;1;9773;1;146.5;6;6;13.5;6;6;12.666666666666666
0;20;1;9254;0;106.1;6;0;0.0;6;0;0.0
0;20;17;8014;1;118.0;6;6;11.666666666666666;6;5;14.0
0;19;17;9085;1;117.0;5;4;12.0;5;5;13.333333333333334
0;19;1;9238;1;115.4;6;6;11.714285714285714;6;6;11.833333333333334
0;21;17;9238;0;117.0;6;6;12.666666666666666;6;6;12.428571428571429
0;26;39;9085;0;144.9;6;3;11.75;6;4;12.8
0;21;17;9238;0;127.0;6;0;0.0;6;0;0.0
0;18;1;9500;0;118.0;8;7;12.328571428571427;8;7;12.328571428571427
0;27;39;9853;0;118.0;7;6;11.666666666666666;7;1;10.0
0;20;43;9070;1;126.4;12;12;13.25;12;11;12.727272727272728
0;21;43;9670;0;110.0;6;5;11.833333333333334;6;4;13.25
0;18;17;9556;1;124.4;7;7;13.3;8;8;15.125
0;20;44;9085;0;140.0;6;6;12.555555555555555;6;5;11.8
0;18;1;9773;0;129.4;6;6;12.833333333333334;6;6;12.166666666666666
0;20;44;9238;1;141.7;6;6;12.833333333333334;6;6;12.833333333333334
0;19;1;9085;1;132.1;5;3;12.666666666666666;5;3;13.0
0;20;1;9500;0;116.8;7;6;13.271428571428572;8;7;14.471428571428572
0;20;1;9991;1;135.0;5;5;12.4;5;5;12.833333333333334
0;20;44;9085;0;150.0;5;2;14.5;5;4;11.25
0;19;1;9238;0;116.0;6;0;0.0;5;0;0.0
0;18;1;9773;0;155.0;6;6;14.285714285714286;6;6;13.25
0;18;1;9085;0;127.0;5;3;12.333333333333334;5;5;12.6
0;19;17;9500;1;130.8;7;6;12.583333333333334;8;7;12.671428571428573
0;19;1;9500;0;121.8;7;6;13.731666666666667;8;7;13.771428571428572
1;43;39;9003;0;140.0;6;6;12.875;6;5;12.142857142857142
1;47;42;9070;0;148.5;10;8;14.625;7;5;13.4
1;23;42;9147;0;109.8;3;0;0.0;2;0;0.0
0;19;1;9238;1;119.7;6;6;12.666666666666666;6;6;12.666666666666666
0;20;42;9500;0;122.0;8;6;12.491666666666667;8;6;12.491666666666667
0;19;1;171;1;147.5;12;12;13.666666666666666;11;11;14.166666666666666
0;19;17;9085;0;150.8;6;6;16.0;6;6;14.5
0;19;44;9085;0;150.0;6;6;14.142857142857142;6;6;13.0
0;39;39;8014;1;131.5;6;6;11.833333333333334;6;4;13.75
0;20;1;9070;1;127.2;6;6;12.666666666666666;6;6;13.0
0;21;17;9070;0;111.0;6;6;12.5;6;6;12.666666666666666
0;22;43;9238;0;119.9;11;9;10.88888888888889;10;4;11.25
0;19;1;9773;0;133.7;6;1;13.0;5;0;0.0
0;22;17;9670;0;140.0;6;6;15.166666666666666;6;6;16.0
0;19;5;9853;1;113.9;6;6;12.666666666666666;6;6;12.0
1;18;1;171;0;120.7;0;0;0.0;0;0;0.0
1;26;39;9147;0;119.8;5;5;12.0;5;5;10.2
1;36;39;9991;0;121.8;5;0;0.0;5;0;0.0
1;20;18;171;1;117.7;0;0;0.0;0;0;0.0
1;30;39;9147;0;110.0;5;2;11.0;5;4;11.5
1;24;43;9003;0;134.4;6;6;15.714285714285714;6;6;15.9
1;26;1;9147;0;125.3;15;11;10.818181818181818;14;11;11.636363636363637
1;19;1;9147;0;119.1;5;1;12.0;5;0;0.0
1;34;39;9238;0;146.0;6;5;12.6;6;4;11.25
1;33;43;9130;0;130.0;5;1;13.0;5;3;14.0
1;19;17;9147;0;122.0;5;5;11.6;5;4;10.75
1;26;17;9119;0;118.1;5;1;10.0;5;1;11.0
1;29;39;9670;0;105.2;6;1;14.0;6;0;0.0
1;19;17;9119;1;123.3;5;5;12.6;5;2;12.5
1;18;17;171;0;124.8;0;0;0.0;0;0;0.0
1;29;39;9991;0;149.4;5;2;11.333333333333334;5;1;12.0
1;21;43;9254;0;108.5;6;6;12.666666666666666;6;5;11.4
1;19;17;9254;0;125.0;6;5;10.8;6;2;10.5
1;20;1;9500;0;101.0;7;5;12.87857142857143;8;7;11.85625
1;18;1;9085;0;112.9;5;0;0.0;5;0;0.0
1;18;17;9070;0;120.2;6;6;12.833333333333334;6;5;11.4
1;21;1;9147;1;111.6;5;5;12.6;5;3;12.833333333333334
1;20;1;9147;0;134.1;5;0;0.0;5;0;0.0
1;30;39;9119;1;101.6;5;0;0.0;5;0;0.0
1;19;18;9670;0;111.9;6;6;14.166666666666666;6;6;14.0
1;30;51;9147;0;118.4;5;5;13.4;5;4;13.25
1;22;1;9147;1;127.1;5;5;11.2;5;4;11.25
1;22;17;171;0;120.5;0;0;0.0;0;0;0.0
1;19;17;9070;0;136.1;6;6;12.666666666666666;6;5;11.8
1;21;17;9670;0;124.0;5;3;12.333333333333334;5;4;11.25
1;21;17;9085;0;141.6;5;4;12.25;5;5;12.0
1;21;44;171;1;160.0;0;0;0.0;0;0;0.0
1;27;39;9147;0;110.0;5;3;10.75;5;3;10.333333333333334
1;32;43;33;0;100.0;7;0;0.0;7;0;0.0
1;40;39;9670;0;120.0;6;0;0.0;6;0;0.0
1;20;1;9147;0;124.8;5;2;14.333333333333334;5;2;12.5
1;20;44;9130;0;140.0;5;2;11.5;5;2;11.5
1;18;1;171;0;124.3;0;0;0.0;0;0;0.0
1;21;43;9147;0;118.9;5;2;10.5;5;0;0.0
1;18;17;9670;0;130.2;6;6;13.5;6;0;0.0
1;19;44;9003;0;120.0;6;1;11.0;6;0;0.0
1;30;7;9070;0;140.0;6;1;10.0;6;0;0.0
1;29;39;9003;0;130.0;6;0;0.0;6;0;0.0
1;18;17;9119;0;130.4;5;1;12.0;5;3;10.666666666666666
1;18;1;9670;1;116.1;5;4;12.25;5;5;12.2
1;22;44;9003;0;130.0;10;5;11.4;7;6;11.666666666666666
1;27;43;9991;0;124.3;5;0;0.0;5;0;0.0
1;20;17;9670;0;125.0;6;4;14.25;6;5;14.0
1;42;51;8014;0;110.0;12;11;14.454545454545457;11;10;14.2
1;21;1;9003;0;115.0;12;12;14.538461538461538;12;12;14.461538461538462
1;23;43;9500;0;129.6;7;6;12.733333333333334;8;7;11.95
1;21;51;9070;0;128.8;12;5;13.2;12;4;13.5
1;19;1;171;0;144.2;0;0;0.0;0;0;0.0
1;40;39;9238;1;134.0;6;6;12.333333333333334;6;4;12.75
1;22;43;9147;0;112.0;9;5;11.2;9;7;11.25
1;19;1;9500;0;128.8;7;6;13.2;7;6;13.2
1;24;39;9119;1;134.0;5;5;11.833333333333334;5;4;14.0
1;21;1;9254;0;125.0;6;5;11.333333333333334;6;2;11.5
1;18;17;9119;0;123.2;5;5;13.6;5;5;14.6
1;18;17;9119;0;118.4;5;0;0.0;5;2;11.5
1;24;51;9670;0;116.2;6;5;12.857142857142858;6;5;13.666666666666666
1;28;39;9119;1;123.0;5;3;14.333333333333334;5;5;12.428571428571429
0;19;17;9670;1;113.5;6;5;13.5;6;6;14.0
0;28;51;9085;0;125.0;6;6;14.428571428571429;6;4;15.6
0;18;17;9853;0;134.8;6;0;0.0;6;0;0.0
0;19;1;171;0;149.9;0;0;0.0;0;0;0.0
0;19;1;9500;1;119.8;8;8;12.82875;8;8;12.82875
0;21;43;9130;0;125.0;5;0;0.0;5;4;13.75
0;18;1;9500;0;135.1;7;0;0.0;8;0;0.0
0;19;1;9070;0;138.3;6;6;14.666666666666666;6;6;13.166666666666666
0;19;17;9500;0;122.5;8;7;13.937142857142858;8;7;13.937142857142858
0;20;1;9070;0;148.0;12;10;14.7;12;12;14.583333333333334
0;18;1;9773;0;126.2;6;6;11.666666666666666;6;5;12.2
0;20;43;9500;0;129.8;7;6;14.85;7;6;14.85
0;26;39;9085;0;104.0;5;1;12.0;5;0;0.0
0;18;18;9500;0;126.7;7;7;13.6875;8;8;15.622222222222222
0;58;39;8014;0;120.0;6;5;12.4;6;5;11.6
0;18;1;9500;0;124.6;7;7;13.398;8;8;13.5425
0;20;44;9085;0;130.0;6;5;11.8;6;4;12.0
0;20;17;9991;0;127.3;5;0;0.0;5;0;0.0
0;29;2;9147;0;122.0;15;13;11.76923076923077;14;14;11.928571428571429
0;27;7;9238;0;125.1;6;0;0.0;5;0;0.0
0;21;1;9085;1;110.0;6;6;13.285714285714286;6;6;13.0
0;20;1;9238;1;129.8;6;6;11.666666666666666;6;6;11.166666666666666
0;19;17;9238;1;114.9;6;6;11.5;6;5;12.2
0;22;1;9500;1;125.6;7;6;13.081666666666669;8;6;13.15
0;19;18;9070;1;125.1;6;6;12.666666666666666;6;6;13.0
0;19;17;9773;0;115.7;6;3;11.333333333333334;6;0;0.0
0;23;1;9853;0;112.6;6;5;13.6;6;5;11.6
0;18;1;9773;1;127.2;6;6;13.166666666666666;6;5;13.2
0;19;44;9130;0;140.0;6;0;0.0;6;0;0.0
0;20;44;9003;0;140.0;6;5;11.666666666666666;6;5;12.6
0;19;1;9238;1;120.4;6;6;13.5;6;6;13.428571428571429
0;26;39;9085;1;100.0;6;0;0.0;6;0;0.0
0;18;1;9238;1;113.5;6;6;13.166666666666666;6;6;14.142857142857142
0;29;1;9085;0;132.1;5;4;12.5;5;2;12.5
0;20;44;9003;0;160.0;6;6;13.375;6;6;13.0
0;19;1;9070;0;126.3;6;6;13.166666666666666;6;6;12.666666666666666
0;23;44;9085;0;160.0;6;4;13.4;6;2;13.5
0;25;43;9556;0;100.0;7;3;13.0;8;3;11.666666666666666
0;18;18;9500;0;125.8;8;7;13.154285714285717;8;7;13.154285714285717
0;19;1;9070;1;142.2;6;6;12.833333333333334;6;6;12.833333333333334
0;18;17;9853;0;119.4;7;7;12.142857142857142;7;7;13.142857142857142
0;19;1;9500;1;106.4;7;5;13.34;7;6;12.385714285714286
0;36;7;8014;0;120.0;10;4;13.0;9;4;13.75
1;20;44;9003;1;150.0;6;3;12.0;6;3;11.666666666666666
1;20;17;171;0;148.6;0;0;0.0;0;0;0.0
1;18;1;9238;0;108.7;6;5;11.0;6;0;0.0
1;19;44;9003;0;130.0;6;5;11.5;6;6;11.333333333333334
1;20;17;9238;0;124.6;9;3;13.333333333333334;6;2;12.5
1;18;1;9500;0;131.0;7;7;14.594444444444443;8;8;13.472
1;20;44;9130;0;130.0;6;4;11.0;6;3;10.666666666666666
1;24;18;9119;0;116.1;5;0;0.0;5;0;0.0
1;19;17;9773;0;125.6;6;0;0.0;6;0;0.0
1;18;17;9119;0;121.3;5;1;12.0;5;2;12.0
1;18;1;9119;0;107.4;5;5;14.0;5;5;13.2
1;18;1;9254;0;116.9;6;6;13.571428571428571;6;5;11.8
1;22;43;9670;0;123.5;6;0;0.0;6;0;0.0
1;19;1;9670;0;130.5;6;6;14.25;6;6;13.857142857142858
0;32;39;9085;0;140.0;6;0;0.0;6;0;0.0
0;21;17;9853;1;117.1;6;0;0.0;6;0;0.0
0;19;18;9500;1;127.5;8;7;13.542857142857144;8;7;13.542857142857144
0;39;43;8014;1;126.0;9;9;13.11111111111111;7;7;11.714285714285714
0;30;43;8014;0;113.0;9;9;12.666666666666666;7;7;12.142857142857142
0;18;1;9147;0;130.1;5;4;10.75;5;2;10.0
0;38;43;9991;0;110.0;10;4;10.75;10;2;10.0
0;20;1;9070;0;135.8;6;6;13.666666666666666;6;6;13.333333333333334
0;55;39;8014;0;126.3;6;6;13.833333333333334;6;6;12.833333333333334
0;53;27;9070;0;130.0;18;17;13.176470588235292;18;16;13.0
0;54;39;8014;0;104.0;6;4;12.75;6;5;12.6
0;18;43;9500;1;123.6;7;5;12.86;7;5;12.86
0;44;39;8014;0;121.0;8;4;12.0;7;4;12.0
0;28;43;9238;0;130.5;11;9;11.666666666666666;11;9;12.555555555555555
0;37;7;8014;0;180.0;14;14;16.5;11;11;16.90909090909091
0;20;43;9238;0;112.5;10;9;12.333333333333334;7;7;11.77777777777778
0;18;1;9500;0;126.1;7;7;12.59125;8;7;12.820000000000002
1;19;1;9238;0;111.8;6;4;11.5;6;3;11.0
1;23;17;9003;1;131.4;18;18;11.894736842105264;13;13;12.923076923076923
1;22;17;9238;0;144.3;6;0;0.0;6;0;0.0
1;24;39;9254;0;115.0;6;0;0.0;6;0;0.0
1;22;44;9003;0;120.0;6;5;13.0;6;2;11.5
1;26;39;9003;0;168.6;6;0;0.0;6;0;0.0
1;18;17;9773;0;127.7;6;6;15.166666666666666;6;6;14.833333333333334
1;24;44;9130;0;150.0;6;4;11.75;6;2;13.5
1;18;1;9119;0;129.8;5;0;0.0;5;1;15.0
1;26;1;171;0;135.6;0;0;0.0;0;0;0.0
1;27;39;9254;0;100.0;6;3;11.333333333333334;6;3;14.75
1;20;44;9003;1;140.0;6;5;12.6;6;5;13.2
1;19;1;9119;0;124.1;5;0;0.0;5;1;14.0
1;18;1;9085;1;131.6;6;6;15.5;6;4;15.5
1;18;1;9500;0;129.0;8;7;12.365714285714288;8;7;12.365714285714288
1;19;17;9670;0;135.7;6;5;13.2;6;5;13.25
1;34;43;9070;0;108.0;12;7;11.428571428571429;12;7;11.857142857142858
1;19;1;9238;0;110.8;6;0;0.0;6;0;0.0
1;19;1;9773;1;124.5;6;4;14.0;6;6;12.333333333333334
1;30;39;9003;0;100.0;12;3;12.0;12;5;11.8
1;22;43;9773;0;123.8;4;0;0.0;5;3;12.0
1;19;17;9147;0;131.4;5;4;10.0;5;3;11.333333333333334
1;21;1;9147;0;118.5;5;1;10.0;5;1;10.0
1;22;1;171;0;122.0;0;0;0.0;0;0;0.0
1;19;1;9254;1;122.9;6;6;11.166666666666666;6;3;11.666666666666666
1;20;1;9238;0;118.7;6;4;11.75;6;3;11.333333333333334
1;35;39;9003;0;100.0;6;3;11.75;6;0;0.0
1;20;16;9147;0;135.9;5;1;10.0;5;1;11.0
1;21;1;9130;0;138.4;5;3;14.0;5;5;12.8
1;27;39;9085;0;128.2;5;0;0.0;5;0;0.0
1;26;43;9773;0;107.4;6;3;12.0;6;0;0.0
1;20;17;9773;0;129.8;6;0;0.0;5;0;0.0
1;28;39;9003;0;100.0;10;8;11.88888888888889;8;5;11.6
1;19;1;9773;0;113.0;6;6;13.833333333333334;6;6;13.666666666666666
1;47;43;9991;0;107.0;5;0;0.0;5;0;0.0
1;55;39;9773;0;130.0;6;5;11.4;6;5;12.4
1;39;43;9003;0;120.0;6;0;0.0;6;2;11.0
1;35;1;9003;0;120.5;17;14;10.642857142857142;12;12;10.666666666666666
1;32;39;9238;0;120.5;6;2;11.0;6;0;0.0
1;20;1;9773;0;137.0;6;6;16.833333333333332;6;6;16.666666666666668
1;36;39;9254;0;115.0;6;6;13.571428571428571;6;5;13.2
1;34;39;9991;1;142.7;5;5;14.714285714285714;5;5;14.375
1;21;1;9670;0;116.7;5;0;0.0;5;0;0.0
1;42;43;9991;1;136.1;5;1;10.0;5;1;11.0
1;25;39;9003;0;134.3;6;1;11.0;6;4;11.75
1;18;18;9773;1;153.0;6;1;11.0;6;0;0.0
1;18;1;9773;1;132.0;6;5;12.0;6;6;12.833333333333334
1;19;1;9238;0;129.6;6;6;11.125;6;6;11.857142857142858
1;34;43;9085;0;105.0;6;3;11.333333333333334;6;2;11.5
1;20;17;9773;0;130.8;6;2;12.0;6;0;0.0
1;20;1;9500;0;119.7;7;0;0.0;7;0;0.0
1;21;17;9500;0;132.5;8;7;14.54;8;7;14.54
1;19;44;9003;0;130.0;6;6;12.166666666666666;6;4;13.0
1;31;39;9085;0;120.0;5;4;13.5;5;3;11.666666666666666
1;21;17;9670;0;150.0;6;6;14.75;6;5;14.333333333333334
1;20;1;9147;1;115.6;5;5;12.375;5;5;11.666666666666666
1;22;43;9500;0;119.1;7;6;12.733333333333334;7;6;12.733333333333334
1;19;1;9070;0;123.5;6;4;12.5;6;0;0.0
1;41;39;9130;0;120.0;5;0;0.0;5;0;0.0
1;27;43;9500;0;110.0;7;0;0.0;7;0;0.0
