Gender;Age at enrollment;Scholarship holder;Admission grade;Debtor;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade)
0;35;0;130.0;0;5;0;0.0;5;0;0.0
0;19;0;122.8;0;5;2;14.5;5;3;11.333.333.333.333.300
0;19;1;108.7;0;6;5;10.8;6;6;10.714.285.714.285.700
0;18;0;136.7;0;7;7;13.995.714.285.714.200;8;8;14.955.555.555.555.500
0;20;0;119.1;0;6;6;13.285.714.285.714.200;6;6;11.8
0;19;1;151.3;0;12;12;12.75;11;11;13.25
0;21;1;108.3;0;6;2;10.5;6;5;12.4
0;18;1;127.4;1;7;7;12.714.285.714.285.700;7;7;12.285.714.285.714.200
0;23;0;124.0;0;8;8;1.288.625;8;8;1.288.625
0;21;1;155.0;0;6;5;13.0;6;6;12.666.666.666.666.600
0;19;1;114.0;0;5;5;12.2;5;5;11.2
0;19;0;118.9;0;5;4;12.8;5;3;14.5
0;20;0;160.0;0;11;11;13.785.714.285.714.200;9;9;1.388.888.888.888.880
0;18;0;126.1;0;5;0;0.0;5;4;13.25
0;18;1;136.5;0;8;8;1.450.125;8;8;1.450.125
0;19;0;122.3;0;7;6;14.35;7;6;14.35
0;21;1;128.0;0;6;6;11.5;6;6;12.333.333.333.333.300
0;18;1;156.5;0;6;6;11.714.285.714.285.700;6;6;14.666.666.666.666.600
0;20;0;125.7;0;6;6;13.571.428.571.428.500;6;5;13.6
0;18;0;143.0;0;6;5;13.0;6;6;13.666.666.666.666.600
0;18;1;131.9;0;7;7;1.356.875;8;8;1.402.625
0;32;0;113.7;0;5;5;10.2;5;4;11.25
0;18;0;155.1;0;0;0;0.0;0;0;0.0
0;19;0;121.1;0;6;5;12.2;6;5;11.8
0;18;1;130.3;0;8;8;1.415.375;8;8;1.415.375
0;18;0;123.3;0;8;0;0.0;8;0;0.0
0;20;0;117.4;0;6;6;13.833.333.333.333.300;6;6;12.833.333.333.333.300
0;19;0;140.3;0;6;6;13.428.571.428.571.400;6;4;14.0
0;19;0;120.0;0;8;7;12.454.285.714.285.700;8;7;12.454.285.714.285.700
0;18;0;133.4;0;5;1;11.0;5;0;0.0
0;18;0;126.7;0;7;0;0.0;8;0;0.0
0;18;1;129.3;0;7;6;13.271.666.666.666.600;8;7;1.294.375
0;20;0;125.7;0;7;6;13.548.333.333.333.300;8;6;14.775
0;19;0;144.8;0;6;6;12.166.666.666.666.600;6;6;12.5
0;21;0;98.6;0;6;2;11.0;6;0;0.0
0;19;1;126.9;0;7;7;13.285.714.285.714.200;7;7;14.428.571.428.571.400
0;20;1;146.7;0;6;6;13.333.333.333.333.300;6;6;14.0
0;21;1;117.0;0;8;8;132.575;8;8;132.575
0;23;0;130.0;0;6;0;0.0;6;0;0.0
0;18;1;125.8;0;6;6;12.666.666.666.666.600;6;2;11.5
0;30;0;160.0;0;5;5;14.6;5;5;15.4
0;20;0;134.2;0;5;0;0.0;5;0;0.0
0;29;0;96.0;0;5;3;12.333.333.333.333.300;5;0;0.0
0;24;0;101.8;0;5;5;10.8;5;2;11.0
0;20;0;125.2;0;6;6;11.666.666.666.666.600;6;6;11.333.333.333.333.300
0;27;0;100.0;0;6;4;12.5;6;6;14.333.333.333.333.300
0;23;0;140.0;0;5;0;0.0;5;0;0.0
0;23;1;120.0;0;6;6;15.333.333.333.333.300;6;6;14.166.666.666.666.600
0;18;0;134.3;0;8;7;14.2;8;7;14.2
0;19;1;144.7;0;6;6;14.833.333.333.333.300;6;6;14.666.666.666.666.600
0;19;0;131.9;0;7;7;13.642.857.142.857.100;8;8;143.875
0;18;1;136.7;0;6;6;13.833.333.333.333.300;6;6;14.0
0;19;0;129.8;0;6;6;11.833.333.333.333.300;6;6;13.0
0;18;1;146.5;0;6;6;13.428.571.428.571.400;6;6;13.5
0;29;0;122.5;0;13;8;10.5;12;9;10.333.333.333.333.300
0;24;0;117.8;0;7;6;11.416.666.666.666.600;8;8;119.625
0;19;0;106.0;0;7;2;12.75;7;2;11.0
0;19;0;119.0;0;7;6;11.15;7;7;12.814.285.714.285.700
0;19;0;115.1;0;6;3;11.666.666.666.666.600;6;5;13.625
0;20;0;116.9;0;6;6;11.5;6;5;12.4
0;18;0;141.7;0;6;6;13.833.333.333.333.300;6;6;12.666.666.666.666.600
0;18;0;127.7;0;6;6;11.714.285.714.285.700;6;4;11.333.333.333.333.300
0;19;1;122.1;0;7;7;11.678.571.428.571.400;8;7;130.375
0;19;0;153.5;0;6;6;15.714.285.714.285.700;6;6;14.666.666.666.666.600
0;18;1;141.4;0;0;0;0.0;0;0;0.0
0;19;1;135.8;0;6;6;13.0;6;6;13.0
0;18;1;127.5;0;7;7;14.485.714.285.714.200;8;8;1.458.888.888.888.880
0;24;0;151.6;0;5;5;12.285.714.285.714.200;5;5;12.125
0;28;0;121.4;1;7;4;13.375;7;5;13.5
0;20;0;100.0;0;8;7;11.571.428.571.428.500;8;7;11.571.428.571.428.500
0;19;1;131.5;0;8;7;12.657.142.857.142.800;8;7;12.657.142.857.142.800
0;22;0;109.3;0;5;2;10.0;5;1;10.0
0;19;0;127.9;0;6;6;13.714.285.714.285.700;6;6;13.166.666.666.666.600
0;36;0;140.0;0;14;13;13.071.428.571.428.500;11;11;13.0
0;19;1;160.0;0;6;6;15.333.333.333.333.300;6;6;14.0
0;18;0;119.8;0;6;5;11.571.428.571.428.500;6;6;12.142.857.142.857.100
0;40;0;153.0;0;5;0;0.0;5;0;0.0
0;19;1;125.0;0;7;6;12.9;7;6;12.9
0;38;0;103.7;0;8;5;13.126;8;5;13.126
0;32;0;120.0;0;10;4;11.5;9;3;11.666.666.666.666.600
0;19;0;146.0;0;6;3;10.333.333.333.333.300;6;5;11.8
0;19;0;116.9;0;6;6;13.5;6;6;13.428.571.428.571.400
0;35;0;117.9;0;1;0;0.0;5;0;0.0
0;20;0;128.6;0;5;4;12.0;4;2;11.5
0;29;0;135.0;0;8;7;11.142.857.142.857.100;8;8;11.375
0;29;0;124.6;0;5;5;11.4;5;4;10.25
0;19;1;124.0;0;8;7;12.771.428.571.428.500;8;7;12.771.428.571.428.500
0;18;1;129.5;0;8;7;1.379.857.142.857.140;8;7;1.379.857.142.857.140
0;25;0;111.3;1;6;6;13.333.333.333.333.300;6;6;13.5
0;50;0;95.0;1;6;0;0.0;5;0;0.0
0;24;0;131.8;0;15;14;11.357.142.857.142.800;14;13;12.846.153.846.153.800
0;18;0;119.1;0;5;0;0.0;5;0;0.0
0;20;0;125.4;0;6;6;15.692.307.692.307.600;6;5;14.428.571.428.571.400
0;20;1;140.7;1;18;18;15.052.631.578.947.300;13;13;14.538.461.538.461.500
0;21;0;131.9;0;10;6;11.5;10;5;12.4
1;28;0;124.0;1;8;7;11.0;6;1;10.0
1;19;1;139.2;0;6;6;13.0;6;6;13.166.666.666.666.600
1;18;1;121.8;0;8;8;1.293.875;8;8;1.293.875
1;22;0;132.9;0;0;0;0.0;0;0;0.0
1;25;0;130.0;0;6;0;0.0;6;0;0.0
1;37;0;130.1;0;7;5;13.0;7;5;12.88
1;38;0;124.5;0;7;5;12.18;7;4;118.125
1;36;0;162.3;0;6;3;11.333.333.333.333.300;6;5;11.4
1;18;0;137.8;0;8;7;13.0;8;7;13.0
1;19;0;119.5;0;5;0;0.0;6;0;0.0
1;24;0;110.0;1;5;2;12.5;5;3;12.333.333.333.333.300
1;20;0;105.0;0;6;5;11.0;6;5;12.166.666.666.666.600
1;21;0;142.8;0;0;0;0.0;0;0;0.0
1;32;0;128.2;0;5;0;0.0;5;0;0.0
1;39;0;120.0;0;5;0;0.0;5;1;10.0
1;33;0;130.0;0;5;0;0.0;5;0;0.0
1;20;1;121.7;0;5;5;12.4;5;4;10.75
1;19;0;116.0;0;6;6;15.5;6;6;14.1
1;43;0;133.2;0;5;2;11.5;5;3;10.8
1;49;0;116.7;0;5;4;13.333.333.333.333.300;5;4;11.6
1;18;1;126.4;0;6;6;12.666.666.666.666.600;6;6;13.5
1;27;0;140.0;0;6;0;0.0;6;0;0.0
1;19;1;120.3;0;5;5;12.6;5;5;13.6
1;45;1;118.0;1;6;6;13.5;6;0;0.0
1;19;0;149.5;0;6;6;13.0;6;6;13.0
1;21;1;130.0;0;6;6;11.714.285.714.285.700;6;4;11.75
1;18;1;126.3;0;6;6;12.166.666.666.666.600;6;5;13.0
1;18;0;116.2;0;5;0;0.0;5;0;0.0
1;29;0;126.0;0;6;0;0.0;6;0;0.0
1;19;0;122.3;0;5;5;11.5;5;5;11.6
1;18;1;119.5;0;5;4;11.25;5;4;12.25
1;22;1;131.8;0;7;7;12.285.714.285.714.200;9;8;12.375
1;18;1;130.7;0;7;7;12.718.571.428.571.400;8;8;12.805.555.555.555.500
1;20;0;140.0;0;6;5;12.4;6;2;15.0
1;20;0;129.5;0;0;0;0.0;0;0;0.0
1;29;1;130.0;1;6;1;14.0;6;0;0.0
1;29;0;114.0;0;5;3;11.666.666.666.666.600;5;4;11.25
1;23;0;121.0;0;6;1;13.0;6;4;11.25
1;19;0;116.4;1;0;0;0.0;0;0;0.0
1;18;0;121.7;0;5;0;0.0;5;1;12.0
1;22;0;130.0;0;6;4;11.5;6;2;12.5
1;34;0;120.0;1;10;7;11.714.285.714.285.700;10;6;11.5
1;26;0;125.0;0;5;5;12.6;5;5;13.714.285.714.285.700
1;24;0;134.1;0;17;13;11.642.857.142.857.100;17;12;11.25
1;17;1;149.5;0;6;6;14.875;6;6;13.428.571.428.571.400
1;21;0;113.2;0;5;2;10.0;5;3;10.333.333.333.333.300
1;34;0;146.0;0;5;5;14.2;5;5;14.6
1;19;0;140.0;0;6;6;12.714.285.714.285.700;6;6;13.5
1;49;0;162.4;1;12;5;11.6;7;5;11.2
1;23;0;136.6;0;7;5;11.94;7;6;12.2
1;18;0;111.0;0;5;4;11.6;5;3;14.2
1;20;0;115.7;0;7;5;12.7;8;7;13.475
1;19;0;105.7;0;6;6;13.333.333.333.333.300;6;5;13.8
1;24;0;128.2;0;9;8;13.333.333.333.333.300;10;9;1.311.111.111.111.110
1;18;0;137.0;0;5;5;13.4;5;5;15.0
1;45;0;120.0;1;6;0;0.0;6;0;0.0
1;30;0;120.5;0;5;2;11.0;5;0;0.0
1;28;0;118.1;0;15;13;12.0;13;9;11.333.333.333.333.300
1;40;0;139.0;0;5;0;0.0;5;0;0.0
1;32;0;116.3;0;5;0;0.0;5;0;0.0
1;19;0;120.5;0;6;4;12.5;6;4;10.25
1;20;0;134.9;0;6;6;13.666.666.666.666.600;6;6;12.166.666.666.666.600
1;18;0;123.0;0;5;1;10.0;5;0;0.0
1;20;0;122.9;0;6;6;11.5;6;2;13.0
1;39;0;140.0;0;5;4;12.25;5;4;12.75
1;19;0;122.5;0;6;5;13.6;6;5;13.666.666.666.666.600
1;38;0;121.5;0;5;2;10.5;5;3;11.333.333.333.333.300
1;18;1;132.3;0;7;6;13.266.666.666.666.600;7;6;13.266.666.666.666.600
1;18;1;131.5;0;7;7;125.125;8;8;141.875
1;28;0;128.2;0;5;0;0.0;5;0;0.0
1;31;0;148.0;0;6;0;0.0;6;0;0.0
1;23;0;121.5;0;7;6;13.483.333.333.333.300;7;6;13.483.333.333.333.300
1;21;0;135.4;0;7;6;12.565;8;5;12.16
1;33;0;139.0;1;6;0;0.0;5;0;0.0
1;22;0;113.4;0;5;3;13.0;5;3;11.666.666.666.666.600
1;20;0;150.0;1;5;5;16.5;5;5;17.714.285.714.285.700
1;19;0;122.0;1;6;6;13.166.666.666.666.600;6;5;13.2
1;20;0;150.0;0;6;6;13.8;6;6;13.142.857.142.857.100
1;25;0;119.3;0;6;6;11.166.666.666.666.600;6;4;11.8
1;25;0;140.0;0;6;0;0.0;6;0;0.0
1;19;0;125.0;0;6;6;12.666.666.666.666.600;6;6;12.142.857.142.857.100
1;20;0;140.7;0;5;5;12.6;5;4;14.5
1;33;0;100.0;0;7;5;13.06;7;0;0.0
1;19;0;146.7;0;6;6;13.833.333.333.333.300;6;6;13.625
1;31;0;96.0;0;5;0;0.0;5;0;0.0
1;24;0;160.0;1;6;2;16.0;7;2;16.0
1;23;0;130.0;1;5;0;0.0;5;0;0.0
1;26;1;130.0;0;5;3;10.666.666.666.666.600;5;3;10.666.666.666.666.600
1;38;0;140.0;0;18;18;14.5;18;18;14.5
1;20;1;116.6;0;5;5;14.0;5;5;13.8
1;20;0;120.5;0;5;3;13.333.333.333.333.300;5;5;13.571.428.571.428.500
1;25;0;103.0;0;6;0;0.0;6;0;0.0
1;19;0;111.9;0;6;5;12.0;6;4;11.2
1;18;0;148.7;0;5;5;16.2;5;5;16.0
1;28;0;120.0;0;13;7;10.285.714.285.714.200;11;5;10.6
1;18;0;125.7;0;5;0;0.0;5;0;0.0
1;20;1;120.1;0;6;6;13.571.428.571.428.500;6;6;13.166.666.666.666.600
1;18;0;127.8;0;6;6;14.285.714.285.714.200;6;6;14.857.142.857.142.800
1;19;0;106.4;0;5;5;10.2;5;4;10.5
1;24;0;100.0;1;8;2;10.25;8;2;10.25
1;21;0;123.9;0;6;0;0.0;6;0;0.0
1;20;1;139.5;0;6;6;14.833.333.333.333.300;6;6;14.833.333.333.333.300
1;21;0;150.0;0;6;5;13.625;6;5;12.6
1;24;0;139.8;1;7;7;12.271.428.571.428.500;8;7;13.657.142.857.142.800
1;27;0;154.4;0;5;0;0.0;5;0;0.0
1;19;0;115.5;1;5;4;12.5;5;5;10.5
1;39;0;119.0;0;9;9;1.322.222.222.222.220;7;7;13.142.857.142.857.100
1;25;0;96.1;0;7;2;15.0;7;2;11.5
1;18;0;130.0;0;0;0;0.0;0;0;0.0
1;19;0;128.8;0;12;12;13.166.666.666.666.600;12;12;13.0
1;21;1;126.8;0;6;5;13.833.333.333.333.300;6;4;14.0
1;27;0;130.0;0;5;0;0.0;5;0;0.0
1;19;0;116.7;0;5;0;0.0;5;0;0.0
1;18;0;125.5;0;8;7;13.154.285.714.285.700;8;7;13.154.285.714.285.700
1;27;0;110.0;0;12;9;12.333.333.333.333.300;11;6;13.166.666.666.666.600
1;18;0;133.7;1;6;6;13.0;6;5;11.8
1;19;0;117.6;0;5;2;11.5;5;5;11.4
1;19;0;140.0;0;6;3;13.25;6;1;12.0
1;22;0;150.0;0;6;3;13.333.333.333.333.300;6;3;12.75
0;18;0;133.7;0;6;6;13.5;6;6;12.166.666.666.666.600
0;18;1;137.0;0;6;6;12.666.666.666.666.600;6;5;12.8
0;23;0;128.2;0;11;11;15.090.909.090.909.000;6;6;14.5
1;20;0;129.2;1;0;0;0.0;0;0;0.0
1;18;0;129.5;0;6;6;13.166.666.666.666.600;6;6;12.666.666.666.666.600
1;18;0;129.6;0;6;6;12.833.333.333.333.300;6;6;12.833.333.333.333.300
1;18;0;121.7;0;5;5;11.8;5;3;12.0
1;20;0;141.8;0;6;6;11.833.333.333.333.300;6;6;12.166.666.666.666.600
1;20;0;129.8;0;6;5;12.8;6;3;12.75
1;21;0;106.0;0;7;5;11.8;9;5;11.0
1;22;0;121.6;0;0;0;0.0;0;0;0.0
1;20;0;121.5;0;5;5;15.8;5;5;14.571.428.571.428.500
1;19;0;117.0;1;0;0;0.0;0;0;0.0
1;19;0;130.0;0;5;2;12.5;5;3;11.6
1;20;0;117.7;0;6;6;14.666.666.666.666.600;6;6;13.857.142.857.142.800
1;19;0;140.0;0;6;4;12.5;6;2;12.0
1;19;0;133.1;0;5;3;12.0;6;2;10.5
1;24;0;100.0;1;8;7;13.142.857.142.857.100;6;6;11.833.333.333.333.300
1;18;0;119.1;1;6;3;12.666.666.666.666.600;6;4;11.142.857.142.857.100
1;18;1;129.8;0;5;5;15.0;5;5;14.2
0;18;0;131.3;1;6;5;13.6;6;5;11.8
0;18;0;136.7;0;6;6;12.5;6;6;13.833.333.333.333.300
0;21;1;126.2;0;6;6;13.333.333.333.333.300;6;6;13.5
0;18;0;109.6;0;6;4;12.25;6;5;11.0
0;18;1;131.9;0;7;7;15.101.428.571.428.500;8;8;1.609.375
0;18;1;140.7;0;6;6;13.166.666.666.666.600;6;6;16.0
0;23;0;120.7;0;6;4;11.0;6;0;0.0
0;21;0;113.8;0;5;3;11.666.666.666.666.600;5;4;11.75
0;20;0;121.0;0;6;1;10.0;6;1;13.0
0;26;0;112.4;0;7;7;11.571.428.571.428.500;6;2;11.0
0;18;1;131.0;0;6;6;12.166.666.666.666.600;6;5;11.2
0;18;0;142.7;0;0;0;0.0;0;0;0.0
0;19;1;125.5;0;6;6;13.833.333.333.333.300;6;6;14.285.714.285.714.200
0;20;1;107.8;0;7;6;12.357.142.857.142.800;8;7;13.0
0;19;0;110.4;1;6;6;12.166.666.666.666.600;6;2;10.333.333.333.333.300
0;21;0;136.1;1;6;3;12.0;6;2;12.5
0;33;0;138.3;0;10;9;12.416.666.666.666.600;9;7;13.0
0;18;0;142.3;0;5;4;12.75;5;4;12.75
0;21;0;145.0;0;21;18;14.933.333.333.333.300;21;18;14.933.333.333.333.300
0;19;0;125.7;0;6;6;13.0;6;6;11.666.666.666.666.600
0;33;0;108.0;1;7;7;12.857.142.857.142.800;7;6;12.666.666.666.666.600
0;18;0;128.7;0;7;7;14.455.000.000.000.000;8;8;13.91
0;18;1;128.0;0;6;6;14.0;6;6;13.285.714.285.714.200
0;20;1;146.5;0;6;6;13.5;6;6;12.666.666.666.666.600
0;20;0;106.1;0;6;0;0.0;6;0;0.0
0;20;1;118.0;0;6;6;11.666.666.666.666.600;6;5;14.0
0;19;1;117.0;0;5;4;12.0;5;5;13.333.333.333.333.300
0;19;1;115.4;0;6;6;11.714.285.714.285.700;6;6;11.833.333.333.333.300
0;21;0;117.0;0;6;6;12.666.666.666.666.600;6;6;12.428.571.428.571.400
0;26;0;144.9;0;6;3;11.75;6;4;12.8
0;21;0;127.0;0;6;0;0.0;6;0;0.0
0;18;0;118.0;0;8;7;12.328.571.428.571.400;8;7;12.328.571.428.571.400
0;27;0;118.0;0;7;6;11.666.666.666.666.600;7;1;10.0
0;20;1;126.4;0;12;12;13.25;12;11;12.727.272.727.272.700
0;21;0;110.0;0;6;5;11.833.333.333.333.300;6;4;13.25
0;18;1;124.4;0;7;7;13.3;8;8;15.125
0;20;0;140.0;0;6;6;12.555.555.555.555.500;6;5;11.8
0;18;0;129.4;0;6;6;12.833.333.333.333.300;6;6;12.166.666.666.666.600
0;20;1;141.7;0;6;6;12.833.333.333.333.300;6;6;12.833.333.333.333.300
0;19;1;132.1;0;5;3;12.666.666.666.666.600;5;3;13.0
0;20;0;116.8;0;7;6;13.271.428.571.428.500;8;7;14.471.428.571.428.500
0;20;1;135.0;0;5;5;12.4;5;5;12.833.333.333.333.300
0;20;0;150.0;0;5;2;14.5;5;4;11.25
0;19;0;116.0;1;6;0;0.0;5;0;0.0
0;18;0;155.0;0;6;6;14.285.714.285.714.200;6;6;13.25
0;18;0;127.0;0;5;3;12.333.333.333.333.300;5;5;12.6
0;19;1;130.8;0;7;6;12.583.333.333.333.300;8;7;12.671.428.571.428.500
0;19;0;121.8;0;7;6;13.731.666.666.666.600;8;7;13.771.428.571.428.500
1;43;0;140.0;0;6;6;12.875;6;5;12.142.857.142.857.100
1;47;0;148.5;0;10;8;14.625;7;5;13.4
1;23;0;109.8;0;3;0;0.0;2;0;0.0
0;19;1;119.7;1;6;6;12.666.666.666.666.600;6;6;12.666.666.666.666.600
0;20;0;122.0;0;8;6;12.491.666.666.666.600;8;6;12.491.666.666.666.600
0;19;1;147.5;0;12;12;13.666.666.666.666.600;11;11;14.166.666.666.666.600
0;19;0;150.8;0;6;6;16.0;6;6;14.5
0;19;0;150.0;0;6;6;14.142.857.142.857.100;6;6;13.0
0;39;1;131.5;1;6;6;11.833.333.333.333.300;6;4;13.75
0;20;1;127.2;0;6;6;12.666.666.666.666.600;6;6;13.0
0;21;0;111.0;0;6;6;12.5;6;6;12.666.666.666.666.600
0;22;0;119.9;1;11;9;1.088.888.888.888.880;10;4;11.25
0;19;0;133.7;0;6;1;13.0;5;0;0.0
0;22;0;140.0;0;6;6;15.166.666.666.666.600;6;6;16.0
0;19;1;113.9;0;6;6;12.666.666.666.666.600;6;6;12.0
1;18;0;120.7;1;0;0;0.0;0;0;0.0
1;26;0;119.8;0;5;5;12.0;5;5;10.2
1;36;0;121.8;0;5;0;0.0;5;0;0.0
1;20;1;117.7;1;0;0;0.0;0;0;0.0
1;30;0;110.0;0;5;2;11.0;5;4;11.5
1;24;0;134.4;0;6;6;15.714.285.714.285.700;6;6;15.9
1;26;0;125.3;0;15;11;10.818.181.818.181.800;14;11;11.636.363.636.363.600
1;19;0;119.1;0;5;1;12.0;5;0;0.0
1;34;0;146.0;0;6;5;12.6;6;4;11.25
1;33;0;130.0;0;5;1;13.0;5;3;14.0
1;19;0;122.0;0;5;5;11.6;5;4;10.75
1;26;0;118.1;1;5;1;10.0;5;1;11.0
1;29;0;105.2;0;6;1;14.0;6;0;0.0
1;19;1;123.3;0;5;5;12.6;5;2;12.5
1;18;0;124.8;0;0;0;0.0;0;0;0.0
1;29;0;149.4;0;5;2;11.333.333.333.333.300;5;1;12.0
1;21;0;108.5;0;6;6;12.666.666.666.666.600;6;5;11.4
1;19;0;125.0;0;6;5;10.8;6;2;10.5
1;20;0;101.0;0;7;5;1.287.857.142.857.140;8;7;1.185.625
1;18;0;112.9;0;5;0;0.0;5;0;0.0
1;18;0;120.2;0;6;6;12.833.333.333.333.300;6;5;11.4
1;21;1;111.6;1;5;5;12.6;5;3;12.833.333.333.333.300
1;20;0;134.1;0;5;0;0.0;5;0;0.0
1;30;1;101.6;0;5;0;0.0;5;0;0.0
1;19;0;111.9;0;6;6;14.166.666.666.666.600;6;6;14.0
1;30;0;118.4;0;5;5;13.4;5;4;13.25
1;22;1;127.1;0;5;5;11.2;5;4;11.25
1;22;0;120.5;0;0;0;0.0;0;0;0.0
1;19;0;136.1;1;6;6;12.666.666.666.666.600;6;5;11.8
1;21;0;124.0;0;5;3;12.333.333.333.333.300;5;4;11.25
1;21;0;141.6;0;5;4;12.25;5;5;12.0
1;21;1;160.0;1;0;0;0.0;0;0;0.0
1;27;0;110.0;0;5;3;10.75;5;3;10.333.333.333.333.300
1;32;0;100.0;0;7;0;0.0;7;0;0.0
1;40;0;120.0;1;6;0;0.0;6;0;0.0
1;20;0;124.8;0;5;2;14.333.333.333.333.300;5;2;12.5
1;20;0;140.0;0;5;2;11.5;5;2;11.5
1;18;0;124.3;0;0;0;0.0;0;0;0.0
1;21;0;118.9;0;5;2;10.5;5;0;0.0
1;18;0;130.2;0;6;6;13.5;6;0;0.0
1;19;0;120.0;0;6;1;11.0;6;0;0.0
1;30;0;140.0;0;6;1;10.0;6;0;0.0
1;29;0;130.0;0;6;0;0.0;6;0;0.0
1;18;0;130.4;1;5;1;12.0;5;3;10.666.666.666.666.600
1;18;1;116.1;0;5;4;12.25;5;5;12.2
1;22;0;130.0;0;10;5;11.4;7;6;11.666.666.666.666.600
1;27;0;124.3;0;5;0;0.0;5;0;0.0
1;20;0;125.0;0;6;4;14.25;6;5;14.0
1;42;0;110.0;0;12;11;14.454.545.454.545.400;11;10;14.2
1;21;0;115.0;1;12;12;14.538.461.538.461.500;12;12;14.461.538.461.538.400
1;23;0;129.6;0;7;6;12.733.333.333.333.300;8;7;11.95
1;21;0;128.8;0;12;5;13.2;12;4;13.5
1;19;0;144.2;0;0;0;0.0;0;0;0.0
1;40;1;134.0;0;6;6;12.333.333.333.333.300;6;4;12.75
1;22;0;112.0;0;9;5;11.2;9;7;11.25
1;19;0;128.8;0;7;6;13.2;7;6;13.2
1;24;1;134.0;0;5;5;11.833.333.333.333.300;5;4;14.0
1;21;0;125.0;0;6;5;11.333.333.333.333.300;6;2;11.5
1;18;0;123.2;0;5;5;13.6;5;5;14.6
1;18;0;118.4;0;5;0;0.0;5;2;11.5
1;24;0;116.2;0;6;5;12.857.142.857.142.800;6;5;13.666.666.666.666.600
1;28;1;123.0;0;5;3;14.333.333.333.333.300;5;5;12.428.571.428.571.400
0;19;1;113.5;0;6;5;13.5;6;6;14.0
0;28;0;125.0;0;6;6;14.428.571.428.571.400;6;4;15.6
0;18;0;134.8;0;6;0;0.0;6;0;0.0
0;19;0;149.9;0;0;0;0.0;0;0;0.0
0;19;1;119.8;0;8;8;1.282.875;8;8;1.282.875
0;21;0;125.0;0;5;0;0.0;5;4;13.75
0;18;0;135.1;1;7;0;0.0;8;0;0.0
0;19;0;138.3;0;6;6;14.666.666.666.666.600;6;6;13.166.666.666.666.600
0;19;0;122.5;0;8;7;13.937.142.857.142.800;8;7;13.937.142.857.142.800
0;20;0;148.0;0;12;10;14.7;12;12;14.583.333.333.333.300
0;18;0;126.2;0;6;6;11.666.666.666.666.600;6;5;12.2
0;20;0;129.8;0;7;6;14.85;7;6;14.85
0;26;0;104.0;0;5;1;12.0;5;0;0.0
0;18;0;126.7;0;7;7;136.875;8;8;15.622.222.222.222.200
0;58;0;120.0;0;6;5;12.4;6;5;11.6
0;18;0;124.6;0;7;7;13.398;8;8;135.425
0;20;0;130.0;0;6;5;11.8;6;4;12.0
0;20;0;127.3;0;5;0;0.0;5;0;0.0
0;29;0;122.0;0;15;13;1.176.923.076.923.070;14;14;11.928.571.428.571.400
0;27;0;125.1;1;6;0;0.0;5;0;0.0
0;21;1;110.0;0;6;6;13.285.714.285.714.200;6;6;13.0
0;20;1;129.8;0;6;6;11.666.666.666.666.600;6;6;11.166.666.666.666.600
0;19;1;114.9;0;6;6;11.5;6;5;12.2
0;22;1;125.6;0;7;6;13.081.666.666.666.600;8;6;13.15
0;19;1;125.1;0;6;6;12.666.666.666.666.600;6;6;13.0
0;19;0;115.7;1;6;3;11.333.333.333.333.300;6;0;0.0
0;23;0;112.6;0;6;5;13.6;6;5;11.6
0;18;1;127.2;0;6;6;13.166.666.666.666.600;6;5;13.2
0;19;0;140.0;0;6;0;0.0;6;0;0.0
0;20;0;140.0;0;6;5;11.666.666.666.666.600;6;5;12.6
0;19;1;120.4;0;6;6;13.5;6;6;13.428.571.428.571.400
0;26;1;100.0;1;6;0;0.0;6;0;0.0
0;18;1;113.5;0;6;6;13.166.666.666.666.600;6;6;14.142.857.142.857.100
0;29;0;132.1;1;5;4;12.5;5;2;12.5
0;20;0;160.0;0;6;6;13.375;6;6;13.0
0;19;0;126.3;0;6;6;13.166.666.666.666.600;6;6;12.666.666.666.666.600
0;23;0;160.0;0;6;4;13.4;6;2;13.5
0;25;0;100.0;0;7;3;13.0;8;3;11.666.666.666.666.600
0;18;0;125.8;0;8;7;13.154.285.714.285.700;8;7;13.154.285.714.285.700
0;19;1;142.2;0;6;6;12.833.333.333.333.300;6;6;12.833.333.333.333.300
0;18;0;119.4;0;7;7;12.142.857.142.857.100;7;7;13.142.857.142.857.100
0;19;1;106.4;0;7;5;13.34;7;6;12.385.714.285.714.200
0;36;0;120.0;0;10;4;13.0;9;4;13.75
1;20;1;150.0;0;6;3;12.0;6;3;11.666.666.666.666.600
1;20;0;148.6;0;0;0;0.0;0;0;0.0
1;18;0;108.7;0;6;5;11.0;6;0;0.0
1;19;0;130.0;0;6;5;11.5;6;6;11.333.333.333.333.300
1;20;0;124.6;1;9;3;13.333.333.333.333.300;6;2;12.5
1;18;0;131.0;0;7;7;14.594.444.444.444.400;8;8;13.472
1;20;0;130.0;1;6;4;11.0;6;3;10.666.666.666.666.600
1;24;0;116.1;1;5;0;0.0;5;0;0.0
1;19;0;125.6;0;6;0;0.0;6;0;0.0
1;18;0;121.3;0;5;1;12.0;5;2;12.0
1;18;0;107.4;0;5;5;14.0;5;5;13.2
1;18;0;116.9;0;6;6;13.571.428.571.428.500;6;5;11.8
1;22;0;123.5;0;6;0;0.0;6;0;0.0
